Date,Open,High,Low,Close,Adj Close,Volume
2002-12-23,11.625000,11.625000,11.625000,11.625000,7.330790,0
2002-12-24,11.625000,11.625000,11.625000,11.625000,7.330790,0
2002-12-26,11.625000,11.625000,11.625000,11.625000,7.330790,0
2002-12-27,11.625000,11.625000,11.625000,11.625000,7.330790,0
2002-12-30,11.625000,11.625000,11.625000,11.625000,7.330790,0
2002-12-31,11.625000,11.625000,11.625000,11.625000,7.330790,0
2003-01-02,11.625000,11.625000,11.625000,11.625000,7.330790,0
2003-01-03,11.625000,11.625000,11.625000,11.625000,7.330790,0
2003-01-06,1.035830,1.035830,1.035830,1.035830,0.653200,29
2003-01-07,11.625000,11.625000,11.625000,11.625000,7.330790,0
2003-01-08,11.625000,11.625000,11.625000,11.625000,7.330790,0
2003-01-09,11.625000,11.625000,11.625000,11.625000,7.330790,0
2003-01-10,1.035830,1.035830,1.035830,1.035830,0.653200,29
2003-01-13,11.850000,11.850000,11.850000,11.850000,7.472676,0
2003-01-14,12.097500,12.097500,12.097500,12.097500,7.628751,40
2003-01-15,12.097500,12.097500,12.097500,12.097500,7.628751,0
2003-01-16,12.100000,13.025000,12.100000,13.025000,8.213637,560
2003-01-17,2.071670,2.071670,2.071670,2.071670,1.306406,6
2003-01-21,13.025000,13.025000,13.025000,13.025000,8.213637,0
2003-01-22,2.071670,2.071670,2.071670,2.071670,1.306406,6
2003-01-23,2.071670,2.071670,2.071670,2.071670,1.306406,6
2003-01-24,12.750000,12.750000,12.750000,12.750000,8.040221,0
2003-01-27,2.934860,2.934860,2.934860,2.934860,1.850739,521
2003-01-28,2.934860,2.934860,2.934860,2.934860,1.850739,521
2003-01-29,2.244310,2.244310,2.244310,2.244310,1.415274,162
2003-01-30,11.250000,11.250000,10.962500,10.962500,6.913013,3200
2003-01-31,2.244310,2.244310,2.244310,2.244310,1.415274,162
2003-02-03,10.750000,10.750000,10.750000,10.750000,6.779010,400
2003-02-04,10.750000,10.750000,10.750000,10.750000,6.779010,0
2003-02-05,10.750000,10.750000,10.750000,10.750000,6.779010,0
2003-02-06,2.244310,2.244310,2.244310,2.244310,1.415274,162
2003-02-07,2.244310,2.244310,2.244310,2.244310,1.415274,162
2003-02-10,10.872500,10.875000,10.872500,10.875000,6.857835,200
2003-02-11,10.700000,10.900000,10.700000,10.900000,6.873600,160
2003-02-12,2.244310,2.244310,2.244310,2.244310,1.415274,162
2003-02-13,2.244310,2.244310,2.244310,2.244310,1.415274,162
2003-02-14,10.900000,10.900000,10.900000,10.900000,6.873600,0
2003-02-18,10.900000,10.900000,10.900000,10.900000,6.873600,0
2003-02-19,2.244310,2.244310,2.244310,2.244310,1.415274,162
2003-02-20,2.244310,2.244310,2.244310,2.244310,1.415274,162
2003-02-21,10.800000,10.800000,10.800000,10.800000,6.810540,0
2003-02-24,2.244310,2.244310,2.244310,2.244310,1.415274,162
2003-02-25,10.800000,10.800000,10.800000,10.800000,6.810540,0
2003-02-26,2.244310,2.244310,2.244310,2.244310,1.415274,162
2003-02-27,10.800000,10.800000,10.800000,10.800000,6.810540,0
2003-02-28,2.244310,2.244310,2.244310,2.244310,1.415274,162
2003-03-03,2.244310,2.244310,2.244310,2.244310,1.415274,162
2003-03-04,10.800000,10.800000,10.800000,10.800000,6.810540,0
2003-03-05,2.244310,2.244310,2.244310,2.244310,1.415274,162
2003-03-06,2.244310,2.244310,2.244310,2.244310,1.415274,162
2003-03-07,2.244310,2.244310,2.244310,2.244310,1.415274,162
2003-03-10,10.800000,10.800000,10.800000,10.800000,6.810540,0
2003-03-11,2.244310,2.244310,2.244310,2.244310,1.415274,162
2003-03-12,2.244310,2.244310,2.244310,2.244310,1.415274,162
2003-03-13,10.600000,10.600000,10.600000,10.600000,6.684419,0
2003-03-14,2.244310,2.244310,2.244310,2.244310,1.415274,162
2003-03-17,2.244310,2.244310,2.244310,2.244310,1.415274,162
2003-03-18,2.244310,2.244310,2.244310,2.244310,1.415274,162
2003-03-19,2.244310,2.244310,2.244310,2.244310,1.415274,162
2003-03-20,10.575000,10.575000,10.575000,10.575000,6.668653,360
2003-03-21,2.244310,2.244310,2.244310,2.244310,1.415274,162
2003-03-24,2.244310,2.244310,2.244310,2.244310,1.415274,162
2003-03-25,10.575000,10.575000,10.575000,10.575000,6.668653,0
2003-03-26,10.575000,10.575000,10.575000,10.575000,6.668653,0
2003-03-27,2.244310,2.244310,2.244310,2.244310,1.415274,162
2003-03-28,10.575000,10.575000,10.575000,10.575000,6.668653,0
2003-03-31,10.575000,10.575000,10.575000,10.575000,6.668653,0
2003-04-01,2.244310,2.244310,2.244310,2.244310,1.415274,162
2003-04-02,2.244310,2.244310,2.244310,2.244310,1.415274,162
2003-04-03,2.244310,2.244310,2.244310,2.244310,1.415274,162
2003-04-04,2.244310,2.244310,2.244310,2.244310,1.415274,162
2003-04-07,12.500000,12.500000,12.500000,12.500000,7.882569,0
2003-04-08,12.625000,12.625000,12.600000,12.600000,7.945630,80
2003-04-09,12.600000,12.600000,12.600000,12.600000,7.945630,0
2003-04-10,2.244310,2.244310,2.244310,2.244310,1.415274,162
2003-04-11,12.600000,12.600000,12.600000,12.600000,7.945630,0
2003-04-14,12.600000,12.600000,12.600000,12.600000,7.945630,0
2003-04-15,2.244310,2.244310,2.244310,2.244310,1.415274,162
2003-04-16,11.600000,11.600000,11.600000,11.600000,7.315024,40
2003-04-17,2.244310,2.244310,2.244310,2.244310,1.415274,0
2003-04-21,11.600000,11.600000,11.600000,11.600000,7.315024,0
2003-04-22,11.600000,11.600000,11.600000,11.600000,7.315024,0
2003-04-23,11.600000,11.600000,11.600000,11.600000,7.315024,0
2003-04-24,11.600000,11.600000,11.600000,11.600000,7.315024,0
2003-04-25,11.600000,11.600000,11.600000,11.600000,7.315024,0
2003-04-28,11.600000,11.600000,11.600000,11.600000,7.315024,0
2003-04-29,11.600000,11.600000,11.600000,11.600000,7.315024,0
2003-04-30,10.625000,10.625000,10.625000,10.625000,6.700183,40
2003-05-01,10.625000,10.625000,10.625000,10.625000,6.700183,0
2003-05-02,12.250000,12.250000,12.250000,12.250000,7.724918,160
2003-05-05,12.575000,12.575000,12.575000,12.575000,7.929864,40
2003-05-06,12.575000,12.575000,12.475000,12.475000,7.866805,600
2003-05-07,12.475000,12.475000,12.475000,12.475000,7.866805,0
2003-05-08,12.475000,12.475000,12.475000,12.475000,7.866805,0
2003-05-09,12.475000,12.475000,12.475000,12.475000,7.866805,0
2003-05-12,12.475000,12.475000,12.475000,12.475000,7.866805,0
2003-05-13,12.475000,12.475000,12.475000,12.475000,7.866805,0
2003-05-14,12.475000,12.475000,12.475000,12.475000,7.866805,0
2003-05-15,11.025000,11.025000,11.025000,11.025000,6.952425,360
2003-05-16,11.000000,11.025000,10.050000,10.050000,6.337586,680
2003-05-19,10.050000,10.050000,10.050000,10.050000,6.337586,0
2003-05-20,10.050000,10.050000,10.050000,10.050000,6.337586,0
2003-05-21,10.050000,10.050000,10.050000,10.050000,6.337586,0
2003-05-22,10.250000,10.250000,10.250000,10.250000,6.463706,120
2003-05-23,10.250000,10.250000,10.250000,10.250000,6.463706,0
2003-05-27,10.250000,10.250000,10.250000,10.250000,6.463706,0
2003-05-28,0.690560,0.690560,0.690560,0.690560,0.435471,3
2003-05-29,0.690560,0.690560,0.690560,0.690560,0.435471,3
2003-05-30,0.690560,0.690560,0.690560,0.690560,0.435471,3
2003-06-02,10.250000,10.250000,10.250000,10.250000,6.463706,0
2003-06-03,0.690560,0.690560,0.690560,0.690560,0.435471,3
2003-06-04,10.250000,10.250000,10.250000,10.250000,6.463706,0
2003-06-05,10.250000,10.250000,10.250000,10.250000,6.463706,0
2003-06-06,10.400000,10.400000,10.375000,10.375000,6.542532,200
2003-06-09,10.400000,10.400000,10.375000,10.375000,6.542532,200
2003-06-10,10.375000,10.375000,10.375000,10.375000,6.542532,0
2003-06-11,0.690560,0.690560,0.690560,0.690560,0.435471,3
2003-06-12,10.375000,10.375000,10.375000,10.375000,6.542532,0
2003-06-13,0.690560,0.690560,0.690560,0.690560,0.435471,3
2003-06-16,0.690560,0.690560,0.690560,0.690560,0.435471,3
2003-06-17,0.690560,0.690560,0.690560,0.690560,0.435471,3
2003-06-18,0.690560,0.690560,0.690560,0.690560,0.435471,3
2003-06-19,0.690560,0.690560,0.690560,0.690560,0.435471,3
2003-06-20,10.375000,10.375000,10.375000,10.375000,6.542532,0
2003-06-23,10.375000,10.375000,10.375000,10.375000,6.542532,0
2003-06-24,10.750000,10.750000,10.375000,10.375000,6.542532,80
2003-06-25,10.375000,10.375000,10.375000,10.375000,6.542532,0
2003-06-26,10.625000,10.625000,10.500000,10.500000,6.621358,240
2003-06-27,10.375000,10.500000,10.375000,10.500000,6.621358,320
2003-06-30,10.500000,10.500000,10.500000,10.500000,6.621358,0
2003-07-01,10.500000,10.500000,10.500000,10.500000,6.621358,0
2003-07-02,10.962500,10.962500,10.962500,10.962500,6.913013,5600
2003-07-03,10.962500,10.962500,10.962500,10.962500,6.913013,0
2003-07-07,10.625000,10.625000,10.625000,10.625000,6.700183,160
2003-07-08,10.375000,10.375000,10.375000,10.375000,6.542532,80
2003-07-09,10.375000,10.375000,10.375000,10.375000,6.542532,200
2003-07-10,10.375000,10.375000,10.375000,10.375000,6.542532,40
2003-07-11,10.375000,10.375000,10.375000,10.375000,6.542532,0
2003-07-14,10.375000,10.375000,10.375000,10.375000,6.542532,0
2003-07-15,10.800000,10.800000,10.800000,10.800000,6.810540,480
2003-07-16,11.500000,11.500000,10.825000,10.825000,6.826305,720
2003-07-17,11.525000,14.050000,11.525000,12.225000,7.709153,2280
2003-07-18,13.222500,13.225000,13.200000,13.225000,8.339758,240
2003-07-21,12.775000,12.775000,11.875000,11.875000,7.488441,680
2003-07-22,2.555060,2.555060,2.555060,2.555060,1.611235,290
2003-07-23,11.900000,12.500000,11.900000,12.500000,7.882569,360
2003-07-24,12.500000,12.500000,12.500000,12.500000,7.882569,0
2003-07-25,13.750000,13.900000,13.750000,13.750000,8.670826,2120
2003-07-28,2.589590,2.589590,2.589590,2.589590,1.633010,579
2003-07-29,2.589590,2.589590,2.589590,2.589590,1.633010,579
2003-07-30,13.750000,13.750000,13.750000,13.750000,8.670826,0
2003-07-31,13.750000,13.750000,13.750000,13.750000,8.670826,0
2003-08-01,13.125000,13.125000,13.125000,13.125000,8.276698,200
2003-08-04,13.125000,13.125000,13.125000,13.125000,8.276698,0
2003-08-05,12.500000,12.500000,12.500000,12.500000,7.882569,400
2003-08-06,2.589590,2.589590,2.589590,2.589590,1.633010,579
2003-08-07,12.500000,12.500000,12.500000,12.500000,7.882569,0
2003-08-08,12.500000,12.500000,12.500000,12.500000,7.882569,0
2003-08-11,2.589590,2.589590,2.589590,2.589590,1.633010,579
2003-08-12,13.700000,13.700000,13.700000,13.700000,8.639296,200
2003-08-13,2.589590,2.589590,2.589590,2.589590,1.633010,579
2003-08-14,2.589590,2.589590,2.589590,2.589590,1.633010,579
2003-08-15,14.900000,16.525000,13.025000,16.525000,10.420757,4760
2003-08-18,16.250000,16.525000,14.650000,14.750000,9.301432,880
2003-08-19,14.975000,16.475000,14.975000,16.475000,10.389227,800
2003-08-20,2.589590,2.589590,2.589590,2.589590,1.633010,579
2003-08-21,15.127500,15.127500,15.127500,15.127500,9.539485,0
2003-08-22,15.127500,15.127500,15.127500,15.127500,9.539485,0
2003-08-25,2.589590,2.589590,2.589590,2.589590,1.633010,579
2003-08-26,2.209780,2.209780,2.209780,2.209780,1.393499,1158
2003-08-27,15.000000,15.000000,15.000000,15.000000,9.459084,0
2003-08-28,2.589590,2.589590,2.589590,2.589590,1.633010,724
2003-08-29,2.589590,2.589590,2.589590,2.589590,1.633010,724
2003-09-02,14.750000,14.750000,14.750000,14.750000,9.301432,440
2003-09-03,14.402500,14.402500,14.402500,14.402500,9.082296,40
2003-09-04,2.589590,2.589590,2.589590,2.589590,1.633010,724
2003-09-05,2.589590,2.589590,2.589590,2.589590,1.633010,724
2003-09-08,2.589590,2.589590,2.589590,2.589590,1.633010,724
2003-09-09,15.000000,15.000000,15.000000,15.000000,9.459084,0
2003-09-10,15.000000,15.000000,15.000000,15.000000,9.459084,0
2003-09-11,14.400000,15.000000,13.750000,15.000000,9.459084,1000
2003-09-12,14.375000,14.375000,14.375000,14.375000,9.064955,200
2003-09-15,13.775000,15.000000,13.500000,15.000000,9.459084,2900
2003-09-16,13.125000,15.000000,12.875000,15.000000,9.459084,1680
2003-09-17,2.589590,2.589590,1.726390,2.589590,1.633010,1581
2003-09-18,2.589590,2.589590,1.726390,2.589590,1.633010,1581
2003-09-19,14.625000,15.000000,14.625000,15.000000,9.459084,1480
2003-09-22,2.900340,2.900340,2.900340,2.900340,1.828971,0
2003-09-23,15.225000,15.372500,15.225000,15.372500,9.693984,80
2003-09-24,15.372500,15.372500,15.372500,15.372500,9.693984,0
2003-09-25,14.325000,14.325000,14.325000,14.325000,9.033423,80
2003-09-26,14.325000,14.325000,14.325000,14.325000,9.033423,0
2003-09-29,14.850000,14.850000,14.850000,14.850000,9.364492,360
2003-09-30,2.071670,2.071670,2.071670,2.071670,1.306406,14
2003-10-01,14.575000,15.475000,14.377500,14.575000,9.191075,360
2003-10-02,2.071670,2.071670,2.071670,2.071670,1.306406,14
2003-10-03,2.071670,2.071670,2.071670,2.071670,1.306406,14
2003-10-06,14.850000,14.850000,14.850000,14.850000,9.364492,0
2003-10-07,15.050000,15.050000,15.050000,15.050000,9.490614,120
2003-10-08,15.050000,15.050000,15.050000,15.050000,9.490614,0
2003-10-09,2.071670,2.071670,2.071670,2.071670,1.306406,14
2003-10-10,14.627500,14.627500,14.627500,14.627500,9.224182,40
2003-10-13,2.071670,2.071670,2.071670,2.071670,1.306406,14
2003-10-14,15.275000,15.275000,15.275000,15.275000,9.632500,200
2003-10-15,15.275000,15.275000,15.275000,15.275000,9.632500,0
2003-10-16,14.925000,16.049999,14.925000,16.049999,10.121218,1840
2003-10-17,15.450000,15.450000,15.075000,15.075000,9.506378,80
2003-10-20,15.950000,15.950000,15.950000,15.950000,10.058158,120
2003-10-21,15.900000,16.250000,15.825000,16.250000,10.247339,280
2003-10-22,16.475000,16.549999,16.375000,16.549999,10.436521,440
2003-10-23,2.244310,2.244310,2.244310,2.244310,1.415274,29
2003-10-24,18.250000,20.000000,18.250000,19.750000,12.454459,2160
2003-10-27,20.000000,21.250000,19.549999,21.174999,13.353072,5060
2003-10-28,20.775000,21.174999,18.500000,18.500000,11.666203,1560
2003-10-29,19.625000,20.252501,19.549999,19.549999,12.328337,1240
2003-10-30,20.000000,20.000000,19.677500,20.000000,12.612110,400
2003-10-31,20.000000,20.000000,20.000000,20.000000,12.612110,0
2003-11-03,20.174999,21.000000,19.625000,21.000000,13.242717,2040
2003-11-04,1.899030,1.899030,1.726390,1.899030,1.197539,61
2003-11-05,20.077499,20.077499,20.077499,20.077499,12.660982,0
2003-11-06,20.850000,20.875000,20.850000,20.875000,13.163891,1920
2003-11-07,20.325001,21.000000,20.075001,21.000000,13.242717,360
2003-11-10,1.899030,1.899030,1.726390,1.899030,1.197539,61
2003-11-11,19.275000,20.075001,19.275000,19.750000,12.454459,1560
2003-11-12,1.899030,1.899030,1.726390,1.899030,1.197539,61
2003-11-13,21.075001,27.500000,20.750000,26.174999,16.506098,23384
2003-11-14,27.125000,27.125000,23.875000,25.799999,16.269623,6986
2003-11-17,26.200001,26.200001,23.275000,25.575001,16.127737,8686
2003-11-18,3.625420,3.625420,3.625420,3.625420,2.286210,1419
2003-11-19,4.350510,4.350510,4.350510,4.350510,2.743456,58
2003-11-20,24.825001,24.875000,23.250000,24.875000,15.686313,2717
2003-11-21,23.299999,23.299999,23.125000,23.125000,14.582752,320
2003-11-24,24.000000,24.650000,24.000000,24.202499,15.262230,350
2003-11-25,24.200001,24.200001,23.325001,23.750000,14.976882,936
2003-11-26,23.250000,23.750000,22.100000,23.325001,14.708875,740
2003-11-28,22.174999,23.997499,22.125000,23.450001,14.787701,1430
2003-12-01,22.200001,24.000000,22.150000,24.000000,15.134533,670
2003-12-02,22.575001,23.125000,22.575001,23.125000,14.582752,520
2003-12-03,22.525000,23.125000,22.525000,23.125000,14.582752,480
2003-12-04,22.500000,23.100000,21.875000,22.500000,14.188624,1520
2003-12-05,22.625000,23.125000,22.100000,23.125000,14.582752,1060
2003-12-08,22.000000,23.125000,22.000000,23.125000,14.582752,357
2003-12-09,22.750000,23.125000,22.500000,23.125000,14.582752,715
2003-12-10,4.143340,4.143340,3.798060,4.143340,2.612813,58
2003-12-11,21.475000,24.000000,21.475000,24.000000,15.134533,2155
2003-12-12,26.799999,26.799999,23.525000,24.000000,15.134533,1621
2003-12-15,4.143340,4.143340,3.798060,4.143340,2.612813,58
2003-12-16,4.143340,4.143340,3.798060,4.143340,2.612813,58
2003-12-17,24.799999,24.799999,22.575001,23.750000,14.976882,1808
2003-12-18,4.143340,4.143340,3.798060,4.143340,2.640609,58
2003-12-19,22.500000,22.975000,22.500000,22.975000,14.642291,480
2003-12-22,22.924999,22.924999,22.750000,22.750000,14.498896,1018
2003-12-23,4.143340,4.143340,3.798060,4.143340,2.640609,58
2003-12-24,4.143340,4.143340,3.798060,4.143340,2.640609,58
2003-12-26,23.125000,23.125000,23.125000,23.125000,14.737888,0
2003-12-29,4.143340,4.143340,3.798060,4.143340,2.640609,58
2003-12-30,4.143340,4.143340,3.798060,4.143340,2.640609,58
2003-12-31,22.250000,23.049999,21.652500,22.924999,14.610425,320
2004-01-02,4.143340,4.143340,4.143340,4.143340,2.640609,130
2004-01-05,4.143340,4.143340,4.143340,4.143340,2.640609,130
2004-01-06,4.143340,4.143340,4.143340,4.143340,2.640609,130
2004-01-07,26.475000,26.475000,25.747499,26.475000,16.872892,1280
2004-01-08,27.500000,28.125000,27.025000,28.000000,17.844795,4202
2004-01-09,28.600000,28.600000,26.250000,27.250000,17.366808,1911
2004-01-12,27.500000,27.500000,27.200001,27.250000,17.366808,920
2004-01-13,4.143340,4.143340,4.143340,4.143340,2.640609,130
2004-01-14,4.143340,4.143340,4.143340,4.143340,2.640609,130
2004-01-15,25.975000,26.000000,25.502501,26.000000,16.570166,2285
2004-01-16,26.000000,26.000000,24.375000,25.000000,15.932852,2001
2004-01-20,26.000000,27.072500,26.000000,27.049999,17.239346,2381
2004-01-21,27.125000,29.375000,25.500000,29.375000,18.721102,4718
2004-01-22,30.150000,37.799999,30.150000,32.500000,20.712708,22216
2004-01-23,37.450001,37.450001,34.247501,35.000000,22.305992,13504
2004-01-26,4.143340,4.143340,4.143340,4.143340,2.640609,130
2004-01-27,38.250000,41.222500,36.099998,37.950001,24.186071,15408
2004-01-28,38.125000,38.250000,36.299999,36.325001,23.150434,3541
2004-01-29,4.143340,4.143340,4.143340,4.143340,2.640609,130
2004-01-30,4.143340,4.143340,4.143340,4.143340,2.640609,130
2004-02-02,30.525000,30.725000,23.875000,27.150000,17.303078,11625
2004-02-03,25.350000,28.125000,25.350000,28.125000,17.924459,4824
2004-02-04,26.549999,30.625000,26.549999,29.400000,18.737034,2874
2004-02-05,28.025000,29.400000,27.875000,28.750000,18.322781,2352
2004-02-06,29.225000,30.625000,28.500000,30.000000,19.119423,4845
2004-02-09,4.143340,4.143340,4.143340,4.143340,2.640609,130
2004-02-10,26.700001,28.975000,25.750000,27.000000,17.207481,2593
2004-02-11,4.143340,4.143340,4.143340,4.143340,2.640609,130
2004-02-12,4.143340,4.143340,4.143340,4.143340,2.640609,130
2004-02-13,3.452780,3.452780,3.452780,3.452780,2.200505,0
2004-02-17,26.924999,28.750000,26.924999,27.847500,17.747604,3839
2004-02-18,28.100000,28.100000,27.250000,27.472500,17.508612,1221
2004-02-19,27.475000,27.475000,26.299999,27.475000,17.510204,2378
2004-02-20,27.475000,27.750000,27.000000,27.475000,17.510204,6520
2004-02-23,26.950001,27.500000,26.000000,26.924999,17.159681,3204
2004-02-24,4.143340,4.143340,4.143340,4.143340,2.640609,29
2004-02-25,25.575001,25.750000,24.625000,25.000000,15.932852,4890
2004-02-26,24.750000,25.250000,20.875000,24.924999,15.885054,5953
2004-02-27,4.661260,4.661260,4.661260,4.661260,2.970687,217
2004-03-01,25.250000,25.622499,23.250000,24.799999,15.805388,1080
2004-03-02,26.000000,28.250000,23.750000,24.924999,15.885054,2780
2004-03-03,4.661260,4.661260,4.661260,4.661260,2.970687,217
2004-03-04,27.950001,27.950001,25.250000,26.500000,16.888823,920
2004-03-05,4.143340,4.143340,4.143340,4.143340,2.640609,3
2004-03-08,27.600000,27.600000,27.075001,27.075001,17.255280,80
2004-03-09,26.900000,26.900000,26.850000,26.850000,17.111883,280
2004-03-10,26.275000,26.325001,26.275000,26.325001,16.777294,360
2004-03-11,27.387501,27.387501,25.225000,25.225000,16.076248,360
2004-03-12,2.762230,2.762230,2.762230,2.762230,1.760408,58
2004-03-15,25.475000,25.475000,24.625000,24.625000,15.693860,560
2004-03-16,23.799999,24.674999,23.799999,24.647499,15.708199,840
2004-03-17,2.762230,2.762230,2.762230,2.762230,1.760408,58
2004-03-18,25.575001,25.575001,23.750000,25.100000,15.996584,2008
2004-03-19,3.107500,3.107500,3.107500,3.107500,1.980454,9
2004-03-22,24.275000,24.725000,24.275000,24.725000,15.757591,1000
2004-03-23,24.400000,24.424999,24.400000,24.424999,15.566397,160
2004-03-24,24.400000,24.400000,23.750000,23.750000,15.136209,1383
2004-03-25,23.750000,26.250000,20.250000,21.250000,13.542924,14636
2004-03-26,23.125000,23.125000,22.000000,22.000000,14.020909,1800
2004-03-29,22.075001,22.125000,21.299999,21.299999,13.574790,2860
2004-03-30,21.225000,21.625000,21.225000,21.250000,13.542924,1392
2004-03-31,21.875000,21.875000,18.750000,19.575001,12.475424,14908
2004-04-01,18.500000,20.000000,18.500000,19.525000,12.443558,1680
2004-04-02,3.970700,3.970700,3.970700,3.970700,2.530583,12
2004-04-05,3.970700,3.970700,3.970700,3.970700,2.530583,12
2004-04-06,18.525000,18.924999,18.525000,18.924999,12.061169,1560
2004-04-07,18.924999,18.924999,18.924999,18.924999,12.061169,0
2004-04-08,3.970700,3.970700,3.970700,3.970700,2.530583,12
2004-04-12,20.025000,20.025000,20.025000,20.025000,12.762215,1800
2004-04-13,19.575001,19.575001,19.500000,19.500000,12.427625,440
2004-04-14,19.450001,19.450001,19.375000,19.375000,12.347960,680
2004-04-15,3.970700,3.970700,3.970700,3.970700,2.530583,12
2004-04-16,21.049999,21.049999,20.000000,20.000000,12.746282,633
